Analysis_Date,Stock_Symbol,Price_At_Signal,Model_Signal,Trigger_Reason
2026-08-08,HDFBAN,731.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,BHAELE,401.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,TATGLO,1082.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,JIOFIN,256.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,WIPRO,187.53,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,ENGIND,240.6,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-08,LIC,394.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,DRREDD,1172.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,SEQSCI,1003.8,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,JSWENE,564.4,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-08,NHPC,76.92,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,NTPC,342.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,NTPGRE,91.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,SJVLIM,67.96,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,TATPOW,380.55,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,GAIL,173.63,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-08,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,HINPET,,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,ONGC,238.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,PETLNG,280.6,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-08,RELIND,1334.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,GUJPPL,151.63,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-08,IDECEL,12.73,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,ASHLEY,174.83,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,HDFBAN,729.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,BHAELE,405.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,TATGLO,1078.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,JIOFIN,252.75,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,WIPRO,184.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,ENGIND,242.99,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-12,LIC,406.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,DRREDD,1205.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,SEQSCI,1002.8,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,JSWENE,563.0,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-12,NHPC,76.74,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,NTPC,338.45,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,NTPGRE,93.01,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,SJVLIM,67.24,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,TATPOW,380.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,GAIL,175.34,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-12,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,HINPET,390.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,ONGC,239.45,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,PETLNG,277.0,🟡 HOLD,Sideways consolidation pattern.
2026-08-12,RELIND,1323.9,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,GUJPPL,148.13,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-12,IDECEL,12.89,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,ASHLEY,171.64,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,HDFBAN,727.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,BHAELE,410.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,TATGLO,1079.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,JIOFIN,249.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,WIPRO,184.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,ENGIND,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,LIC,413.5,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,DRREDD,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-08-15,SEQSCI,967.8,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,JSWENE,560.0,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,NHPC,76.9,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,NTPC,340.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,NTPGRE,91.93,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,SJVLIM,67.21,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,TATPOW,382.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,GAIL,174.9,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-15,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-15,HINPET,373.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,ONGC,236.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,PETLNG,282.6,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-15,RELIND,1310.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,GUJPPL,158.68,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-15,IDECEL,14.11,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-19,ASHLEY,176.35,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,HDFBAN,723.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,BHAELE,412.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,TATGLO,1061.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,JIOFIN,245.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,WIPRO,178.06,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,ENGIND,244.78,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-19,LIC,410.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,DRREDD,1178.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,SEQSCI,949.1,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,JSWENE,548.1,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,NHPC,76.73,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,NTPC,337.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,NTPGRE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,SJVLIM,,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,TATPOW,381.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,GAIL,173.5,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-19,HINPET,366.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,ONGC,239.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,PETLNG,286.25,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-19,RELIND,1322.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,GUJPPL,160.48,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-19,IDECEL,14.12,🟢 ACCUMULATE,Healthy structural accumulation channel.
